director_name,num_critic_for_reviews,director_likes,actor_3_name,actor_3_likes,actor_2_name,actor_2_likes,actor_1_name,actor_1_likes,gross,Movie Name,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,aspect_ratio,movie_likes
Tom Shadyac,73,293,Randall 'Tex' Cobb,255,Swoosie Kurtz,418,Maura Tierney,509,181395380,Liar LiarÂ ,220392,2070,243,English,USA,PG-13,45000000,1997,6.8,1.85,0
Brad Furman,72,65,Olympia Dukakis,345,Amy Ryan,423,Joseph Gilgun,788,14946229,The InfiltratorÂ ,2581,2104,29,English,UK,R,25000000,2016,7.3,2.35,0
Terence Young,10,92,Jacqueline Bisset,522,Ben Gazzara,623,Laurence Olivier,1000,,InchonÂ ,491,2704,16,English,South Korea,PG,48000000,1981,2.7,2.35,115
Brian Levant,35,32,Harvey Korman,628,Elizabeth Perkins,664,Jonathan Winters,924,130512915,The FlintstonesÂ ,60884,3244,85,English,USA,PG,45000000,1994,4.8,1.33,0
Olivier Megaton,358,118,D.B. Sweeney,558,Luke Grimes,935,Liam Neeson,14000,139852971,Taken 2Â ,238671,16410,461,English,France,PG-13,45000000,2012,6.3,2.35,63000
David Zucker,151,119,Jenny McCarthy,750,Pamela Anderson,780,Regina Hall,807,110000082,Scary Movie 3Â ,111526,3629,347,English,USA,PG-13,48000000,2003,5.5,1.85,0
Donald Petrie,140,80,Heather Burns,213,Wendy Raquel Robinson,337,Candice Bergen,545,106807667,Miss CongenialityÂ ,137377,1574,370,English,USA,PG-13,45000000,2000,6.2,1.85,0
Eric Brevig,201,40,Anita Briem,311,Brendan Fraser,3000,Josh Hutcherson,14000,101702060,Journey to the Center of the EarthÂ ,85323,17925,212,English,USA,PG,45000000,2008,5.8,1.85,0
Garry Marshall,77,0,Hector Elizondo,995,Raven-SymonÃ©,1000,Anne Hathaway,11000,95149435,The Princess Diaries 2: Royal EngagementÂ ,53687,15362,152,English,USA,G,40000000,2004,5.7,1.85,1000
Alan J. Pakula,43,79,Tony Goldwyn,956,Julia Roberts,8000,Denzel Washington,18000,100768056,The Pelican BriefÂ ,59569,30063,89,English,USA,PG-13,45000000,1993,6.5,2.35,0
Joel Schumacher,39,541,Brad Renfro,551,Anthony LaPaglia,577,Bradley Whitford,821,92115211,The ClientÂ ,45798,4043,94,English,USA,PG-13,45000000,1994,6.7,2.35,1000
Rob Reiner,207,0,Sean Hayes,760,Noel Gugliemi,2000,Morgan Freeman,11000,93452056,The Bucket ListÂ ,184795,14868,310,English,USA,PG-13,45000000,2007,7.4,1.85,22000
Phillip Noyce,47,176,Patrick Bergin,308,Polly Walker,530,Harrison Ford,11000,83287363,Patriot GamesÂ ,81442,12757,137,English,USA,R,45000000,1992,6.9,2.35,0
Robert Luketic,132,126,Elaine Stritch,586,Jane Fonda,949,Adam Scott,3000,82931301,Monster-in-LawÂ ,43358,6292,228,English,Germany,PG-13,60000000,2005,5.5,2.35,0
Denis Villeneuve,454,777,Dylan Minnette,1000,Jake Gyllenhaal,15000,Hugh Jackman,20000,60962878,PrisonersÂ ,383591,37321,620,English,USA,R,46000000,2013,8.1,1.85,86000
Antoine Fuqua,109,845,Tom Berenger,854,Snoop Dogg,881,Denzel Washington,18000,76261036,Training DayÂ ,305929,22370,633,English,USA,R,45000000,2001,7.7,2.35,0
Dean Parisot,213,23,Robin Sachs,436,Enrico Colantoni,724,Alan Rickman,25000,71423726,Galaxy QuestÂ ,123558,26998,609,English,USA,PG,45000000,1999,7.3,2.35,19000
Keenen Ivory Wayans,127,322,Andy Richter,179,Veronica Cartwright,422,Natasha Lyonne,1000,71277420,Scary Movie 2Â ,119590,1645,548,English,USA,R,45000000,2001,5.2,1.85,0
James Bobin,398,33,Steve Whitmire,84,Eric Jacobson,91,Bill Cobbs,970,88625922,The MuppetsÂ ,75176,1336,252,English,USA,PG,45000000,2011,7.1,1.85,26000
Stephen Norrington,184,45,Udo Kier,595,Traci Lords,650,Sanaa Lathan,886,70001065,BladeÂ ,191437,3174,582,English,USA,R,45000000,1998,7.1,2.35,0
Thomas Carter,127,49,Robert Ri'chard,730,Rick Gonzalez,807,Channing Tatum,17000,67253092,Coach CarterÂ ,92702,20299,209,English,USA,PG-13,30000000,2005,7.2,2.35,0
Roger Michell,167,50,Bruce Altman,67,Matt Malloy,108,Sydney Pollack,521,66790248,Changing LanesÂ ,57281,758,350,English,USA,R,45000000,2002,6.5,2.35,0
Luis Llosa,119,49,Kari Wuhrer,514,Eric Stoltz,902,Frank Welker,2000,65557989,AnacondaÂ ,73539,3717,271,English,USA,PG-13,45000000,1997,4.6,2.35,0
David McNally,155,18,Izabella Miko,560,Tyra Banks,625,Adam Garcia,811,60786269,Coyote UglyÂ ,90539,3106,379,English,USA,PG-13,45000000,2000,5.6,2.35,0
Richard Curtis,218,628,Kris Marshall,548,Liam Neeson,14000,Colin Firth,14000,59365105,Love ActuallyÂ ,318634,28886,1004,English,UK,R,45000000,2003,7.7,2.35,52000
John Lasseter,117,487,John Ratzenberger,1000,Madeline Kahn,1000,Kevin Spacey,18000,162792677,A Bug's LifeÂ ,211226,24205,317,English,USA,G,120000000,1998,7.2,2.35,0
Albert Hughes,208,117,Ian Richardson,140,Jason Flemyng,1000,Johnny Depp,40000,31598308,From HellÂ ,124765,41636,541,English,USA,R,35000000,2001,6.8,2.35,0
Luis Llosa,38,49,Emilio Estefan Jr.,20,Rod Steiger,279,Sylvester Stallone,13000,57362581,The SpecialistÂ ,50148,13331,116,English,Peru,R,45000000,1994,5.4,1.85,0
Ron Shelton,48,41,Rene Russo,808,Cheech Marin,843,Don Johnson,982,53854588,Tin CupÂ ,37911,3648,73,English,USA,R,45000000,1996,6.3,2.35,1000
Melville Shavelson,8,5,Tim Matheson,559,Tom Bosley,584,Lucille Ball,6000,,"Yours, Mine and OursÂ ",5888,7493,61,English,USA,Unrated,2500000,1968,7.2,1.85,0
Jesse Dylan,94,58,Robert Duvall,3000,Will Ferrell,8000,Josh Hutcherson,14000,52580895,Kicking & ScreamingÂ ,30255,27351,118,English,USA,PG,45000000,2005,5.6,2.35,743
Garth Jennings,276,37,Thomas Lennon,651,Kelly Macdonald,2000,Zooey Deschanel,11000,51019112,The Hitchhiker's Guide to the GalaxyÂ ,155745,14073,1053,English,USA,PG,50000000,2005,6.8,2.35,10000
Joel Zwick,59,38,Alice Greczyn,631,Nick Zano,641,Dania Ramirez,1000,48114556,Fat AlbertÂ ,9380,4604,91,English,USA,PG,26000000,2004,4.3,2.35,531
Russell Mulcahy,216,85,James Tumminia,443,Mike Epps,706,Milla Jovovich,14000,50648679,Resident Evil: ExtinctionÂ ,149549,16225,348,English,France,R,45000000,2007,6.3,2.35,0
Frank Coraci,173,153,Joel McHale,734,Adam Sandler,11000,Bella Thorne,35000,46280507,BlendedÂ ,87165,49743,184,English,USA,PG-13,40000000,2014,6.5,1.85,12000
Wayne Wang,99,61,Timothy Hutton,501,Alicia Witt,976,LL Cool J,1000,38360195,Last HolidayÂ ,21215,3757,116,English,USA,PG-13,45000000,2006,6.4,2.35,0
Curtis Hanson,42,161,William Lucking,132,Glenn Morshower,894,Meryl Streep,11000,46815748,The River WildÂ ,32544,12161,69,English,USA,PG-13,45000000,1994,6.3,2.35,0
Frank Oz,25,0,David Keith,563,Vincent Kartheiser,845,Steve Coogan,1000,35617599,The Indian in the CupboardÂ ,20688,2965,47,English,USA,PG,45000000,1995,5.9,1.85,0
Oliver Stone,339,0,Gary Stretch,404,Shea Whigham,463,DemiÃ¡n Bichir,749,47307550,SavagesÂ ,104301,1948,269,English,USA,R,45000000,2012,6.5,2.35,28000
David R. Ellis,127,160,Will Beinbrink,167,Valerie Cruz,216,Richard Burgi,550,32003620,CellularÂ ,79141,1102,355,English,USA,PG-13,25000000,2004,6.5,2.35,2000
Peter Howitt,122,29,Ben Miller,252,Natalie Imbruglia,304,Kevin McNally,427,27972410,Johnny EnglishÂ ,114692,1461,285,English,UK,PG,35000000,2003,6.1,1.85,2000
John A. Davis,105,8,Julia Roberts,8000,Meryl Streep,11000,Nicolas Cage,12000,28133159,The Ant BullyÂ ,30055,33822,70,English,USA,PG,50000000,2006,5.9,1.85,593
David Lynch,144,0,JosÃ© Ferrer,202,JÃ¼rgen Prochnow,362,Virginia Madsen,913,27400000,DuneÂ ,97087,2449,569,English,USA,PG-13,40000000,1984,6.6,2.35,11000
Julie Taymor,156,278,Robert Clohessy,107,T.V. Carpio,117,Jim Sturgess,5000,24343673,Across the UniverseÂ ,91860,5405,524,English,USA,PG-13,45000000,2007,7.4,2.35,14000
Sam Mendes,323,0,Joe Komara,10000,Kate Winslet,14000,Leonardo DiCaprio,29000,22877808,Revolutionary RoadÂ ,152591,53895,414,English,USA,R,35000000,2008,7.3,2.35,0
Richard Donner,199,503,Sasha Roiz,795,David Zayas,929,Bruce Willis,13000,36883539,16 BlocksÂ ,112769,15053,305,English,Germany,PG-13,52000000,2006,6.6,2.35,0
Mathieu Kassovitz,164,326,David Belle,510,Charlotte Rampling,844,Vin Diesel,14000,22531698,Babylon A.D.Â ,81523,15990,214,English,France,PG-13,70000000,2008,5.6,2.35,0
John Gray,39,29,Keenen Ivory Wayans,322,Bob Gunton,461,Alexa PenaVega,2000,20400913,The Glimmer ManÂ ,15455,3855,80,English,USA,R,45000000,1996,5.3,1.85,451
Harold Ramis,43,11000,Obba BabatundÃ©,451,Brian Doyle-Murray,484,John de Lancie,905,20101861,MultiplicityÂ ,24757,2348,81,English,USA,PG-13,45000000,1996,6,2.35,0
John Schultz,82,13,Tim Meadows,553,Carter Jenkins,701,Malese Jow,1000,25200412,Aliens in the AtticÂ ,16580,3423,55,English,USA,PG,45000000,2009,5.4,1.85,916
Sean Penn,150,0,Nels Lennarson,19,Adrien Dorval,44,Costas Mandylor,723,19719930,The PledgeÂ ,42621,793,531,English,USA,R,45000000,2001,6.8,2.35,0
Susan Stroman,168,38,Matthew Broderick,2000,Will Ferrell,8000,Jon Lovitz,11000,19377727,The ProducersÂ ,35140,24351,409,English,USA,PG-13,45000000,2005,6.4,2.35,0
Pete Travis,432,38,Rakie Ayola,20,Jason Cope,107,Wood Harris,409,13401683,DreddÂ ,203461,578,588,English,UK,R,35000000,2012,7.1,2.35,46000
Simon Wincer,60,23,Kristy Swanson,579,Treat Williams,642,Cary-Hiroyuki Tagawa,1000,17300889,The PhantomÂ ,27648,3855,148,English,Australia,PG,45000000,1996,4.9,2.35,0
Billy Bob Thornton,85,0,Sam Shepard,820,Henry Thomas,861,Matt Damon,13000,15527125,All the Pretty HorsesÂ ,11388,15006,183,English,USA,PG-13,57000000,2000,5.8,2.35,652
Oliver Stone,83,0,Joan Allen,805,Bob Hoskins,5000,Anthony Hopkins,12000,13560960,NixonÂ ,23996,21130,161,English,USA,R,50000000,1995,7.1,2.35,915
Roman Polanski,343,2000,Timothy Hutton,501,Olivia Williams,766,Jim Belushi,854,15523168,The Ghost WriterÂ ,132423,2507,349,English,France,PG-13,45000000,2010,7.2,2.35,15000
Stephen Sommers,106,208,Wes Studi,855,Jason Flemyng,1000,Djimon Hounsou,3000,11146409,Deep RisingÂ ,26551,6558,273,English,USA,R,45000000,1998,6,2.35,0
Spike Lee,158,0,Laz Alonso,826,Omari Hardwick,1000,Joseph Gordon-Levitt,23000,7916887,Miracle at St. AnnaÂ ,15697,26982,182,English,USA,R,45000000,2008,6,2.35,0
Yimou Zhang,189,611,Man Li,10,Ye Liu,52,Li Gong,879,6565495,Curse of the Golden FlowerÂ ,36455,949,229,Mandarin,China,R,45000000,2006,7,2.35,0
Danny Pang,125,15,James With,61,Charlie Yeung,68,Nicolas Cage,12000,15279680,Bangkok DangerousÂ ,48245,12166,154,English,USA,R,40000000,2008,5.4,1.85,0
Barry Sonnenfeld,87,188,Omar Epps,865,Janeane Garofalo,1000,Zooey Deschanel,11000,7262288,Big TroubleÂ ,17307,13917,186,English,USA,PG-13,40000000,2002,6.5,1.85,892
Mike Newell,115,179,Unax Ugalde,50,Giovanna Mezzogiorno,202,Marcela Mar,267,4584886,Love in the Time of CholeraÂ ,19114,538,115,English,USA,R,45000000,2007,6.4,2.35,0
,23,,CÃ©line Sallette,114,Clotilde Hesme,116,Pierre Perrier,164,,The ReturnedÂ             ,15762,654,47,French,France,TV-MA,,,8.3,16,17000
George P. Cosmatos,24,170,Nicholas Turturro,269,Ben Gazzara,623,Sam Waterston,849,2154540,Shadow ConspiracyÂ ,3803,2457,41,English,USA,R,45000000,1997,4.9,2.35,68
Oliver Parker,152,32,Togo Igawa,104,Tim McInnerny,141,Daniel Kaluuya,219,8129455,Johnny English RebornÂ ,89568,661,142,English,USA,PG,45000000,2011,6.3,2.35,17000
Lawrence Kasanoff,12,11,Harvey Fierstein,500,Larry Miller,611,Jerry Stiller,719,,Foodfight!Â ,4377,3090,66,English,USA,PG,65000000,2012,1.7,,0
Ben Affleck,656,0,Tate Donovan,650,Scoot McNairy,660,Clea DuVall,1000,136019448,ArgoÂ ,452465,3133,695,English,USA,R,44500000,2012,7.7,2.35,89000
Andrew Davis,119,99,Sela Ward,812,Daniel Roebuck,1000,Harrison Ford,11000,183875760,The FugitiveÂ ,213668,13357,270,English,USA,PG-13,44000000,1993,7.8,1.85,0
Andy Tennant,161,72,Peter Greene,789,Dorian Missick,1000,Gerard Butler,18000,67061228,The Bounty HunterÂ ,96565,21554,135,English,USA,PG-13,40000000,2010,5.5,2.35,0
Barry Levinson,73,272,Minnie Driver,893,Brad Pitt,11000,Robert De Niro,22000,53300852,SleepersÂ ,154487,37076,259,English,USA,R,44000000,1996,7.5,2.35,0
George P. Cosmatos,96,170,Martin Kove,668,Julia Nickson,738,Sylvester Stallone,13000,150415432,Rambo: First Blood Part IIÂ ,117606,15662,217,English,USA,R,44000000,1985,6.4,2.35,0
Brian Gibson,28,13,Anne Heche,643,Demi Moore,2000,Joseph Gordon-Levitt,23000,44834712,The JurorÂ ,13995,26907,62,English,USA,R,44000000,1996,5.6,2.35,353
Norman Ferguson,105,3,Cliff Edwards,40,Dickie Jones,48,Mel Blanc,1000,84300000,PinocchioÂ ,90360,1178,147,English,USA,Approved,2600000,1940,7.5,1.37,0
Michael Cimino,102,517,Isabelle Huppert,678,Sam Waterston,849,Jeff Bridges,12000,1500000,Heaven's GateÂ ,9830,14255,189,English,USA,R,44000000,1980,6.8,2.35,1000
Len Wiseman,206,235,Derek Jacobi,520,Tony Curran,845,Sophia Myles,956,62318875,Underworld: EvolutionÂ ,156225,2998,502,English,USA,R,50000000,2006,6.8,2.35,0
Paul McGuigan,159,118,Daniel Mays,287,Spencer Wilding,1000,Daniel Radcliffe,11000,5773519,Victor FrankensteinÂ ,28618,12876,91,English,USA,PG-13,40000000,2015,6,2.35,11000
Gus Van Sant,137,835,Michael Nouri,225,Rob Brown,370,F. Murray Abraham,670,51768623,Finding ForresterÂ ,73006,1801,297,English,USA,PG-13,43000000,2000,7.3,2.35,0
Betty Thomas,116,84,Elizabeth Perkins,664,Viggo Mortensen,10000,Steve Buscemi,12000,37035515,28 DaysÂ ,34597,23864,194,English,USA,PG-13,43000000,2000,6,1.37,0
Louis Leterrier,177,255,Bob Hoskins,5000,Jet Li,5000,Morgan Freeman,11000,24520892,UnleashedÂ ,85198,22383,303,English,France,R,45000000,2005,7,2.35,0
Roger Kumble,99,16,Chelsea Bond,16,Lillian Adams,28,Judith Chapman,44,24430272,The Sweetest ThingÂ ,46158,132,403,English,USA,R,43000000,2002,5.1,1.85,0
Sydney Pollack,56,521,Wilford Brimley,957,Holly Hunter,1000,Tom Cruise,10000,158348400,The FirmÂ ,88844,14244,142,English,USA,R,42000000,1993,6.8,1.85,0
Burr Steers,117,23,Valerie Tian,135,Charlie Tahan,268,Augustus Prew,405,31136950,Charlie St. CloudÂ ,47364,1066,75,English,USA,PG-13,44000000,2010,6.5,2.35,0
Simon West,252,165,Mini Anden,350,Tony Goldwyn,956,Jason Statham,26000,29113588,The MechanicÂ ,117999,27834,181,English,USA,R,40000000,2011,6.6,2.35,16000
Phil Lord,375,97,Rob Riggle,839,Dax Flame,971,Channing Tatum,17000,138447667,21 Jump StreetÂ ,408302,19968,345,English,USA,R,42000000,2012,7.2,2.35,39000
Roger Michell,150,50,Dylan Moran,427,Clarke Peters,437,Julia Roberts,8000,116006080,Notting HillÂ ,203269,9255,602,English,UK,PG-13,42000000,1999,7,2.35,11000
Peter Lord,187,91,Julia Sawalha,206,Miranda Richardson,530,Imelda Staunton,579,106793915,Chicken RunÂ ,140499,1817,358,English,UK,G,45000000,2000,7,1.85,0
John Hamburg,108,29,Debra Messing,650,Masi Oka,923,Philip Seymour Hoffman,22000,87856565,Along Came PollyÂ ,106909,24534,268,English,USA,PG-13,42000000,2004,5.9,1.85,0
Reginald Hudlin,21,71,Geoffrey Holder,547,Eartha Kitt,558,John Witherspoon,723,70100000,BoomerangÂ ,20183,3841,41,English,USA,R,40000000,1992,5.4,1.85,0
Paul Feig,270,176,DemiÃ¡n Bichir,749,William Xifaras,815,Michael Rapaport,975,159578352,The HeatÂ ,133177,4825,380,English,USA,R,43000000,2013,6.6,2.35,24000
Joseph L. Mankiewicz,72,311,Roddy McDowall,595,Richard Burton,726,Martin Landau,940,57750000,CleopatraÂ ,21554,2957,192,English,UK,Approved,31115000,1963,7,2.2,0
Frank Coraci,154,153,Charice,491,Reggie Lee,828,Salma Hayek,4000,45290318,Here Comes the BoomÂ ,74169,6727,112,English,USA,PG,42000000,2012,6.5,1.85,17000
Carl Franklin,114,73,Bruce Davison,505,Adam Scott,3000,Morgan Freeman,11000,41543207,High CrimesÂ ,30077,15571,175,English,USA,PG-13,42000000,2002,6.3,2.35,893
Barbra Streisand,27,0,Mimi Rogers,292,Austin Pendleton,592,Jeff Bridges,12000,41252428,The Mirror Has Two FacesÂ ,11453,13716,71,English,USA,PG-13,42000000,1996,6.5,1.85,0
Mark Pellington,166,89,David Eigenberg,395,Will Patton,537,Debra Messing,650,35228696,The Mothman PropheciesÂ ,63677,1651,460,English,USA,PG-13,32000000,2002,6.5,2.35,0
Larry Charles,288,119,Slash,412,Elton John,442,Bono,468,59992760,BrÃ¼noÂ ,119622,2134,396,English,USA,R,42000000,2009,5.8,1.85,0
John Glen,117,46,Anthony Zerbe,275,Talisa Soto,349,Robert Davi,683,34667015,Licence to KillÂ ,74009,2371,317,English,UK,PG-13,32000000,1989,6.6,2.35,0
Catherine Hardwicke,291,308,Virginia Madsen,913,Billy Burke,2000,Gary Oldman,10000,37652565,Red Riding HoodÂ ,91151,15369,283,English,USA,PG-13,42000000,2011,5.4,2.35,20000
John Herzfeld,151,17,Kelsey Grammer,808,Charlize Theron,9000,Robert De Niro,22000,24375436,15 MinutesÂ ,42547,33585,265,English,USA,R,42000000,2001,6.1,2.35,748
Annabel Jankel,36,5,Fiona Shaw,687,Fisher Stevens,922,Bob Hoskins,5000,20915465,Super Mario Bros.Â ,38203,7723,290,English,UK,PG,42000000,1993,4,1.85,0
Andrew Niccol,168,487,Jared Burke,16,Jeremy Crutchley,43,Nicolas Cage,12000,24127895,Lord of WarÂ ,248123,12076,437,English,USA,R,50000000,2005,7.6,2.35,10000
Yimou Zhang,283,611,Maggie Cheung,576,Tony Chiu Wai Leung,643,Jet Li,5000,84961,HeroÂ ,149414,6229,841,Mandarin,China,PG-13,31000000,2002,7.9,2.35,0
Julie Anne Robinson,127,30,Patrick Fischler,497,Debbie Reynolds,786,Fisher Stevens,922,26404753,One for the MoneyÂ ,34203,3301,169,English,USA,PG-13,40000000,2012,5.3,2.35,19000
Evan Goldberg,293,133,Anders Holm,365,Randall Park,392,James Franco,11000,6105175,The InterviewÂ ,247020,12239,835,English,USA,R,44000000,2014,6.6,2.35,50000
Sngmoo Lee,95,19,Jed Brophy,433,Dong-gun Jang,489,Tony Cox,624,5664251,The Warrior's WayÂ ,22309,2056,102,English,New Zealand,R,45000000,2010,6.3,2.35,0
,4,,Bob Hastings,253,Gavin MacLeod,284,Tim Conway,870,,McHale's NavyÂ             ,1558,1610,18,English,USA,TV-G,,,7.5,4,455
Jean-Pierre Jeunet,213,0,AndrÃ© Dussollier,52,Dany Boon,172,Omar Sy,1000,1260917,MicmacsÂ ,24657,1342,71,French,France,R,27000000,2009,7.2,2.35,0
Curtis Hanson,119,161,Evan Jones,196,Omar Benson Miller,418,Mekhi Phifer,1000,116724075,8 MileÂ ,187181,1954,564,English,USA,R,41000000,2002,7,2.35,0
Jamel Debbouze,9,326,MÃ©lissa Theuriau,6,Youssef Hajdi,152,Jamel Debbouze,326,,Animal Kingdom: Let's go ApeÂ ,590,488,5,French,France,,,2015,4.9,,161
Brian Helgeland,167,241,BÃ©rÃ©nice Bejo,996,Rufus Sewell,3000,Heath Ledger,13000,56083966,A Knight's TaleÂ ,137003,18761,658,English,USA,PG-13,65000000,2001,6.9,2.35,0
Gordon Chan,98,4,Anthony Chau-Sang Wong,96,Lee Evans,312,Julian Sands,687,22108977,The MedallionÂ ,29861,1134,132,English,Hong Kong,PG-13,41000000,2003,5.2,2.35,505
M. Night Shyamalan,234,0,Olivia Williams,766,Haley Joel Osment,3000,Bruce Willis,13000,293501675,The Sixth SenseÂ ,704766,17540,2073,English,USA,PG-13,40000000,1999,8.1,1.85,14000
Asger Leth,258,20,J. Smith-Cameron,54,Mandy Gonzalez,81,Robert Clohessy,107,18600911,Man on a LedgeÂ ,125198,362,153,English,USA,PG-13,42000000,2012,6.6,2.35,11000
David Frankel,108,64,JoBeth Williams,296,Kevin Pollak,574,Joel McHale,734,7204138,The Big YearÂ ,34809,2085,125,English,USA,PG,41000000,2011,6.2,2.35,11000
John G. Avildsen,81,80,William Bassett,225,William Zabka,641,Martin Kove,668,90800000,The Karate KidÂ ,126907,2004,235,English,USA,PG,8000000,1984,7.2,1.85,0
David O. Russell,538,737,Bradley Cooper,14000,Christian Bale,23000,Jennifer Lawrence,34000,150117807,American HustleÂ ,358416,83012,751,English,USA,R,40000000,2013,7.3,2.35,63000
Anne Fletcher,224,98,Craig T. Nelson,723,Denis O'Hare,896,Ryan Reynolds,16000,163947053,The ProposalÂ ,227824,18656,273,English,USA,PG-13,40000000,2009,6.7,2.35,10000
Bruce Beresford,129,78,Bruce Campbell,298,Annabeth Gish,489,Bruce Greenwood,984,116735231,Double JeopardyÂ ,56646,2129,336,English,USA,R,70000000,1999,6.4,2.35,0
Robert Zemeckis,125,0,Thomas F. Wilson,690,Jeffrey Weissman,869,Lea Thompson,1000,118500000,Back to the Future Part IIÂ ,340085,3660,327,English,USA,PG,40000000,1989,7.8,1.85,12000
Luc Besson,433,0,Amr Waked,903,Morgan Freeman,11000,Scarlett Johansson,19000,126546825,LucyÂ ,327367,32325,918,English,France,R,40000000,2014,6.4,2.35,83000
Sam Taylor-Johnson,362,456,Callum Rennie,716,Luke Grimes,935,Jennifer Ehle,1000,166147885,Fifty Shades of GreyÂ ,220020,4585,1360,English,USA,R,40000000,2015,4.1,2.35,101000
Robert Rodriguez,93,0,Alexa PenaVega,2000,Salma Hayek,4000,Sylvester Stallone,13000,111760631,Spy Kids 3-D: Game OverÂ ,40227,22935,188,English,USA,PG,38000000,2003,4.1,1.85,681
Joel Schumacher,71,541,Oliver Platt,1000,Matthew McConaughey,11000,Kevin Spacey,18000,108706165,A Time to KillÂ ,99558,31349,236,English,USA,R,40000000,1996,7.4,2.35,0
Shawn Levy,104,189,Bonnie Hunt,597,Alyson Stoner,2000,Tom Welling,3000,138614544,Cheaper by the DozenÂ ,75152,7014,288,English,USA,PG,40000000,2003,5.8,1.85,0
Peter Berg,319,532,Dan Bilzerian,127,Scott Elrod,449,Jerry Ferrara,480,125069696,Lone SurvivorÂ ,203963,1261,420,English,USA,R,40000000,2013,7.6,2.35,58000
Penny Marshall,41,545,Rosie O'Donnell,251,Lori Petty,923,Tom Hanks,15000,107458785,A League of Their OwnÂ ,71754,16751,166,English,USA,PG,40000000,1992,7.2,2.35,0
James Wan,300,0,Robin Atkin Downes,336,Frances O'Connor,575,Javier Botet,1000,102310175,The Conjuring 2Â ,64989,2676,279,English,USA,R,40000000,2016,7.8,2.35,40000
David Fincher,556,21000,Marcella Lentz-Pope,81,Dustin Fitzsimons,349,Andrew Garfield,10000,96917897,The Social NetworkÂ ,479453,10555,696,English,USA,PG-13,40000000,2010,7.7,2.35,74000
Ken Kwapis,161,42,Sachiko Ishida,49,Sabrina Revelle,50,Carmen Perez,97,93952276,He's Just Not That Into YouÂ ,132048,318,203,English,USA,PG-13,40000000,2009,6.4,2.35,12000
